Row.names	baseMean	log2FoldChange	lfcSE	pvalue	padj
4930427A07Rik	2764.57007062184	-0.201545391025377	0.148366852600148	0.000870087498905701	0.0641907052317681
9030617O03Rik	1225.83627989549	0.435952098095868	0.294027517491437	0.000247230499679053	0.0286108707667799
Abcd2	575.535244354989	0.998208733097606	0.192901743248909	3.82977120280811e-10	1.13016548194867e-06
Abi2	2093.24392365459	-0.216308340755395	0.130185906073472	0.000316522267249473	0.0330639720585202
Abl1	1772.64744308112	-0.442837709961342	0.212957069890055	0.000104497039815521	0.0185126452303327
Acap1	10579.156717859	-0.139499244435732	0.091952152972418	0.00112257534948534	0.074027259359357
Adamts10	2201.50755009053	-0.28414680508862	0.254094323202774	0.00103863427581417	0.070057365666917
Adck2	1187.46625195981	-0.22533435867014	0.167504964960122	0.000824708357959452	0.0620054615118049
Ahnak	182.938091420837	0.341999089476379	0.343248713086639	0.000523261724533521	0.0450715367862734
Aldh1b1	1131.50599330607	0.206180563946225	0.178489478729093	0.00152411727655624	0.0890627739231179
Ambra1	932.15027276062	-0.5170501953042	0.197327413199122	3.38188301724631e-05	0.00916433705181183
Anks1	3309.41993026555	-0.270843502486161	0.256905863479767	0.0012322103105379	0.0781989812128461
Anxa2	5820.76227404458	0.176237498450719	0.102592219045073	0.000332842686689853	0.0344179240773129
Ap2a1	914.86884274363	-0.300483997164813	0.333261520929357	0.000745108643408912	0.0567436285599922
App	589.388405852642	0.523580908475944	0.140652746285483	3.76718970189758e-06	0.00234041617058942
Arap1	3003.98940348474	-0.4149494567002	0.265551228382163	0.00026290068799448	0.0297181026300231
Arhgap33	180.435637219207	-0.46772942762806	0.436630436759895	0.000109947706854602	0.018540324738739
Arpp21	858.63721117028	-1.16768899646484	0.312734555524455	9.70586361342699e-09	1.43210017616115e-05
Athl1	1045.2887907709	-0.49157728498684	0.149316569900508	9.85139239550733e-06	0.00400985640815754
Atp4a	55.3355859515908	0.120979217718234	0.306410694831095	0.00128885461274868	0.0803658620018265
Atp8b4	3336.32049665319	0.462376990228339	0.203642442426126	7.12220048046855e-05	0.0140117424119085
Atxn2l	2689.59512939546	-0.380111366820748	0.196639500402576	0.000155336773535298	0.0218285151763174
B4galt1	3350.05722796	0.334361917227451	0.127846549064119	2.72032644462552e-05	0.00845019298746307
Bag6	2382.42230450399	-0.413834005659433	0.240858134951531	0.00021171114403215	0.0257632818985103
Blk	47.4661159343701	-0.320842257522979	1.12806701530711	0.000430503996683605	0.0403307077528038
C1galt1c1	970.975162802909	0.3995282523613	0.180945180857841	8.67855442020062e-05	0.0165228478025884
Camkv	101.316933173809	-0.960525795030835	2.24728405593307	0.000194591094127012	0.0244177779378882
Capn15	472.072810225288	-0.315289640369217	0.309461500296919	0.000783830923372004	0.059309873201815
Casp1	2785.76896491878	0.24696541681288	0.166995747554827	0.000530747510444934	0.0450715367862734
Ccl9	6075.38255828573	0.447907891275989	0.217833482772748	0.000107225635350935	0.0185126452303327
Ccr2	563.1186480696	0.263056207858222	0.321016398514501	0.00103681184986523	0.070057365666917
Cd300lb	943.811579598421	0.626580157075106	0.287838675504485	3.39110226762158e-05	0.00916433705181183
Cd68	1121.18805566461	0.321748757712006	0.216398168215093	0.00044715378666806	0.0406015638294598
Cd79a	64.0505641516034	-0.124630734212849	0.506697489309882	0.000925805608603735	0.0656890633472311
Cic	616.281526903237	-0.354033713227995	0.241793896136762	0.000414088123023007	0.0393624531963764
Ciz1	3017.75598146831	-0.193185111308864	0.130844279847304	0.000629806205754078	0.0505730098824567
Cntrob	696.21031301192	-0.3656514647374	0.306771114450883	0.000499309900182329	0.0439839855354643
Ctnnd2	97.874562108089	-5.30585297521705	1.79040482210007	1.3707060126067e-06	0.000951753751341735
Ctsh	519.661859547891	0.621808822295101	0.272409864968188	3.16649053356078e-05	0.00916433705181183
Ctss	2060.57703440777	0.255237593820482	0.196466527223289	0.000847877834517844	0.0633439870800546
Cxcr2	319.771887123715	0.345363394820177	0.354754242437114	0.000463239227966051	0.041261202015915
Cybb	262.343271585916	0.27103465547397	0.379184561221515	0.000444910834306435	0.0406015638294598
Dag1	2092.63774497705	-0.18243378090893	0.123680838128089	0.000680104066294256	0.0535196559902493
Dennd3	726.555208395211	-0.439404840435188	0.252318822105567	0.000182015118669586	0.023353331095389
Dennd4b	730.995361754736	-0.481325670730958	0.305095974346461	0.000163754629235431	0.0224762749243608
Dock8	3608.41623039546	-0.192543743863702	0.167357109114333	0.00167240319503325	0.0954205904087967
Dpy19l3	914.12953821239	-0.349500312748949	0.205358378153371	0.000264351133188108	0.0297181026300231
Eme2	190.801301085588	-0.254107362609933	0.28955143743249	0.00143863336944379	0.0857657994591642
Ezr	5283.24550184308	-0.161234946987762	0.0959620904589357	0.000460632900964065	0.041261202015915
Fau	14715.2812482881	0.150220165293859	0.085787315964896	0.000464905105736758	0.041261202015915
Fbrs	556.95710377686	-0.250874188020521	0.201186394915396	0.000980011524834866	0.0685343818591281
Fbxl18	1079.37930895249	-0.271676171271499	0.231356116213369	0.00103507719811184	0.070057365666917
Fmnl1	4965.18393868014	-0.409449024237789	0.139850308397515	1.87292484315834e-05	0.00631657281389744
Gatm	5248.70031453846	0.143538794625838	0.105868928700359	0.00156679835436728	0.091105851108135
Glt8d1	793.967160123338	0.238320975625261	0.191015720708448	0.00102901229244269	0.070057365666917
Gm14165	1697.79871326096	0.20248387043508	0.123368642949403	0.000353381208558977	0.0353500998799166
Gm4951	287.746567023717	0.589256392803324	0.621108328699088	3.57132755323064e-05	0.00916433705181183
Gstm1	9069.126644166	0.262266239854415	0.165771893065878	0.000387256962565688	0.0374686982469293
H2-Eb1	482.086554823751	0.505889606325483	0.335955935545912	0.000133638371737041	0.0205422713666232
Hjurp	9144.59129531328	-0.250572555045195	0.171869678507743	0.000560117919916427	0.0472259423335251
Hpse	1074.6612780537	0.465297523991278	0.256041127148728	0.000143935382862562	0.0212280026850637
Ifi47	6692.43972540913	0.274601703890159	0.126527801300386	6.7715835248625e-05	0.0140117424119085
Ifit3	210.72682494528	0.283709891098557	0.392031227786398	0.000372092341143449	0.0369090587803132
Ighm	26043.8145933807	-0.445922457623771	0.426052608225644	0.000134550990431921	0.0205422713666232
Ighv1-76	76.2923944884523	-0.134960881936036	0.663662556553586	0.00118564608083469	0.076897617242707
Ighv1-80	75.0136427380372	-10.0915745027964	1.71888477063164	3.41694368746283e-09	6.72226721446855e-06
Incenp	5726.68861674865	-0.167956588182108	0.0999855687851203	0.000416446723485373	0.0393624531963764
Iqgap3	1068.65364592845	-0.409030732934961	0.225904551435537	0.000184627367537778	0.0234337789937197
Jak3	5648.14299315085	-0.439818528597846	0.228144853097852	0.000136494309217929	0.0205422713666232
Kynu	93.5524998578572	-0.264752360848851	0.470039545831881	0.000241810946173528	0.0285433640863233
Lax1	1408.16093166969	-0.230811021009991	0.187766576323189	0.0011130720984421	0.0738129384832055
Lbp	2032.31347167009	0.217214219861721	0.139215510546839	0.000437724740618582	0.0403664284239198
Lifr	89.579347886394	6.48228463670265	1.13328590186842	7.48214399678808e-09	1.26170325340124e-05
Lmo4	3720.97312314381	0.203151111088074	0.165423320754712	0.00126756980553256	0.0800128020561833
Lrch1	1293.42089295321	-0.195142876224917	0.157942204987826	0.00129599811797673	0.0803658620018265
Lrrc25	224.541048631243	0.621624302949399	0.371052039278414	4.34460337954673e-05	0.010466060875953
Lta4h	15478.1603003906	0.143461976938133	0.105964102522099	0.00157695736520577	0.0912470820533769
Lzts2	929.938961473426	-0.262447097031765	0.291667160499813	0.00132676261095946	0.0807273497926055
Man1b1	3421.97098201018	-0.372562931675939	0.194326927893973	0.000161798320398698	0.0224690279292497
Man1c1	275.875741413986	0.276246614030248	0.276042477564089	0.00120373987221411	0.077644510664565
Map3k19	80.0697229450715	-0.483290525991805	0.83452701661777	6.87199816942634e-05	0.0140117424119085
Mapk8ip3	759.638840916234	-0.607838005437463	0.238289944362224	2.49761566278415e-05	0.00796806899554164
Mboat7	2929.82225638789	-0.170618523150258	0.123727840531067	0.00101343598859319	0.070057365666917
Mcpt8	1163.44084776911	0.576791078585919	0.187797458484508	1.27081286167003e-05	0.00484748182800181
Mier2	584.191853996603	-0.231833964569402	0.291716561809295	0.00167333634485098	0.0954205904087967
Ms4a4c	120.059652423252	0.683634709738541	0.731798734470454	2.42067204239764e-05	0.00793711466346161
mt-Nd4	7818.26650721166	-0.256120054050857	0.161695793793012	0.00038662794313211	0.0374686982469293
Mtus1	405.894859296488	0.280845069011489	0.322730447601149	0.000926617366970885	0.0656890633472311
Mzb1	67.373119384433	-0.460211933500808	0.97705554071679	0.000101832488186281	0.0185126452303327
Ncapd2	9117.43809057053	-0.144488178967799	0.0987752176926589	0.00116101633357555	0.0757162254227947
Ncf1	2707.00750971563	0.349812529012188	0.174193530509899	0.000132100684154942	0.0205422713666232
Ncoa2	1631.98197482109	-0.321498017689095	0.185292002507821	0.000252636767013259	0.0289526640565487
Nedd9	980.391674154984	-0.232348490536446	0.156048912599707	0.000528704776248252	0.0450715367862734
Nfe2l1	1747.52871968584	-0.373450351357972	0.213111544569656	0.000226909235203064	0.0271448048735633
Numa1	4843.42534276433	-0.501549215519659	0.15135688404392	9.39803594271218e-06	0.00396194343813481
Nup188	2854.11760807302	-0.274524792509628	0.20441749151291	0.000714100519457321	0.0548765562634849
Ostc	5672.04824164614	0.156831251360239	0.0833904984090914	0.000273598488358285	0.0304675146847283
Pak4	926.235115982157	-0.222424356833193	0.183650721337322	0.00121105813546638	0.0776920121252452
Parp8	3885.2651097	0.257687971905831	0.148603619884978	0.000247066639009474	0.0286108707667799
Pdgfrb	1570.89522282551	-0.327542647374257	0.216620515559076	0.000416833840185281	0.0393624531963764
Pglyrp1	1230.4121877681	0.217010310906797	0.19076344725402	0.00150277809793985	0.0882526998412042
Phf11d	140.967896470629	0.564304760325705	0.392722861837902	6.88740691587956e-05	0.0140117424119085
Pi16	261.327915079007	0.33660245481552	0.327055022584113	0.000607037387790075	0.0497602036491253
Pidd1	1322.76627110746	-0.428650114832248	0.205076526290638	0.000105986678363082	0.0185126452303327
Pik3cd	3409.03641410491	-0.208974621065894	0.172979707103537	0.0013014798574669	0.0803658620018265
Pip4k2c	1704.60431272529	-0.266044327906204	0.185521689672138	0.000580577296713186	0.0482615099324116
Pkmyt1	3930.41439823396	-0.233106022310918	0.155224118364276	0.000507865972077412	0.0444062958103835
Pld4	1023.27151043854	0.459973797296674	0.339728104301724	0.000202827138381943	0.0249392868902131
Plekhg2	302.720130468189	-0.481217846384096	0.392675155566652	0.000134322309919331	0.0205422713666232
Plekhg5	337.962667765879	-0.413701425736802	0.332424144812234	0.000311068978850546	0.0327844484495701
Pml	3128.0109364529	-0.213970963400902	0.151002603668484	0.000691508188673792	0.0537010701256937
Pold1	9769.99921735651	-0.230683921029653	0.166158907654746	0.00071594287229555	0.0548765562634849
Polr1b	2901.54365523851	-0.141724909866292	0.106666409037899	0.00173729818078313	0.0969256257822796
Prtn3	26395.478633217	0.428820210009139	0.161775667204618	3.53573440855334e-05	0.00916433705181183
Pycr1	487.30497662595	0.476327591634243	0.219207560786157	8.06618595339399e-05	0.0156087309826004
Pyhin1	777.698665578941	0.591320983763164	0.370280687087668	5.76413922010015e-05	0.0125999813618634
Rab27a	4585.34782192048	0.195479567854651	0.127647896920835	0.000522062466070421	0.0450715367862734
Rapgef2	378.375678487748	0.228305681504949	0.220204628786458	0.00174474843922599	0.0969256257822796
Rgs10	787.01260426719	0.205249281728292	0.158205206235413	0.00102660710324749	0.070057365666917
Rgs14	731.076176540563	-0.361615510245191	0.220975817178768	0.000293870677376673	0.0318243071170115
Rpl10	26778.8311556581	0.15036070382476	0.0700063171921211	0.000145668266476631	0.0212280026850637
Rps6ka6	68.433414796543	-0.195777675221091	0.471297176366384	0.000378289857251415	0.0372111122916308
Scpep1	1789.52441910886	0.190009792080083	0.166375323358264	0.00173947330538609	0.0969256257822796
Senp3	1812.02158986482	-0.188850686831349	0.152753933760998	0.00134317371136972	0.0813067819949135
Serpinf1	6640.13189204505	0.202805309314937	0.178800508429097	0.00164153282687657	0.0945202609192734
Sertad2	1246.57899313847	-0.266001211178405	0.163631283230893	0.000341193847920169	0.0344226682123904
Sorcs2	133.618911632846	0.615300820441928	0.7953170918764	3.51999511884574e-05	0.00916433705181183
Spop	11109.4416854179	0.100262131564089	0.0476757656478095	0.00174398424703255	0.0969256257822796
Sqrdl	952.397089330471	0.357338962592568	0.22742127146102	0.000337479480903646	0.0344179240773129
Ssr4	5013.4103709642	0.186272239002996	0.103286003456162	0.000227663138129682	0.0271448048735633
Stat6	3885.6820722203	-0.196897466087492	0.151183240215149	0.00105466942586315	0.0707347608118673
Syce1	55.7474305987121	-22.8859384621597	4.13254443928957	1.19010679406967e-08	1.56089117746649e-05
Tgfbi	616.46464615242	0.52652279285726	0.30289039762575	0.000103920195000393	0.0185126452303327
Themis2	1909.3450411683	0.269534576759645	0.218097305471368	0.000927232834516541	0.0656890633472311
Thrap3	10170.4866417581	-0.119759165254325	0.06958958241653	0.00130720480382503	0.0803658620018265
Tln1	7761.9045226651	-0.160361196842265	0.12977489015296	0.00171095711654322	0.0969256257822796
Tmed3	5825.07289183792	0.247736910644404	0.170071735790246	0.000565054697066613	0.0473042953487539
Tmem50b	1096.42113112985	0.265873897561658	0.18756703985023	0.000606711274603096	0.0497602036491253
Tpm4	3090.42279952626	0.385846008414914	0.19397302555672	0.000137482161806441	0.0205422713666232
Uba1	12209.1468962285	-0.114910943625341	0.0574410392395882	0.000929352217806472	0.0656890633472311
Ubqln4	3236.65814750836	-0.201792702830507	0.118265833651868	0.000286010750678237	0.0312933389930393
Usp19	4602.72662213822	-0.17001736873357	0.142401662957242	0.00174899680545794	0.0969256257822796
Vars	9530.03943193881	-0.214722999631049	0.187293063524737	0.00148801034843519	0.087822370764645
Vit	150.206932522191	0.24298288862459	0.323204065860952	0.00107883130893748	0.0719464676310623
Wasf2	5478.44240014115	-0.199593932886488	0.165479940485833	0.00137449508834802	0.082778265422755
Wdr6	4619.15375267616	-0.3629043515119	0.141999404793522	3.69280516048484e-05	0.00927444087539639
Zc3h7b	1795.70970325534	-0.451047654801236	0.236364789439362	0.000134941368737099	0.0205422713666232
Zfp335	541.563303452827	-0.455263753089373	0.27173047313936	0.000181318428565867	0.023353331095389
Zfp408	779.067224185023	-0.404546141977575	0.191031199945924	0.000104109854688219	0.0185126452303327
